geonameid,name,asciiname,name_en,name_es,name_fr,name_it,name_ru,lat,lon,elevation,timezone,feature_code,is_capital,iso_a2,iso_a3,country_name,admin1_code,admin1_name,population,metro_population,pop_growth_10yr,annual_mean_temp,max_temp_warmest_month,min_temp_coldest_month,temp_annual_range,annual_precipitation,sunshine_hours_yr,mean_wind_speed,pm25,pm10,gdp_per_capita_ppp,hdi,internet_pct,life_expectancy,urban_pct,agri_pct_gdp,industry_pct_gdp,services_pct_gdp,literacy_rate,gini,co2_per_capita,hospital_beds_per_1k
266826,Tripoli,Tripoli,Tripoli,Trípoli,Tripoli,Tripoli,Триполи,34.43352,35.84415,51.0,Asia/Beirut,PPLA,admin1,LB,LBN,Lebanon,09,Liban-Nord,229398,,,,,,,,,,,,12574.8329,0.723,,,90.7037,0.9665,2.0863,,92.0145,,,2.73
268064,Sidon,Sidon,Sidon,Sidón,Sidon,Sidone,Сайда,33.55751,35.37148,9.0,Asia/Beirut,PPLA,admin1,LB,LBN,Lebanon,06,South Governorate,163554,,,,,,,,,,,,12574.8329,0.723,,,90.7037,0.9665,2.0863,,92.0145,,,2.73
267008,Tyre,Tyre,Tyre,Tiro,Tyr,Tiro,Тир,33.27333,35.19389,7.0,Asia/Beirut,PPLA2,no,LB,LBN,Lebanon,06,South Governorate,135204,,,,,,,,,,,,12574.8329,0.723,,,90.7037,0.9665,2.0863,,92.0145,,,2.73
278913,Nabatîyé et Tahta,Nabatiye et Tahta,Nabatîyé et Tahta,Nabatîyé et Tahta,Nabatîyé et Tahta,Nabatîyé et Tahta,Nabatîyé et Tahta,33.37889,35.48389,428.0,Asia/Beirut,PPLA,admin1,LB,LBN,Lebanon,07,Nabatîyé,120000,,,,,,,,,,,,12574.8329,0.723,,,90.7037,0.9665,2.0863,,92.0145,,,2.73
2274895,Monrovia,Monrovia,Monrovia,Monrovia,Monrovia,Monrovia,Монровия,6.30054,-10.7969,32.0,Africa/Monrovia,PPLC,national,LR,LBR,Liberia,14,Montserrado County,1542549,,,,,,,,,,,,1871.0441,0.487,,,55.5388,33.8327,22.6522,,,,,1.59
2210247,Tripoli,Tripoli,Tripoli,Trípoli,Tripoli,Tripoli,Триполи,32.88743,13.18733,15.0,Africa/Tripoli,PPLC,national,LY,LBY,Libya,77,Tripoli,1302947,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
88319,Benghazi,Benghazi,Benghazi,Bengasi,Benghazi,Bengasi,Бенгази,32.11486,20.06859,3.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,69,Banghāzī,757490,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2214846,Misratah,Misratah,Misratah,Misratah,Misratah,Misratah,Мисурата,32.37535,15.09254,11.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,72,Mişrātah,355657,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2208485,Zliten,Zliten,Zliten,Zliten,Zliten,Zliten,Злитен,32.46739,14.56874,9.0,Africa/Tripoli,PPL,no,LY,LBY,Libya,72,Mişrātah,203790,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2219905,Al Khums,Al Khums,Al Khums,Al Khums,Al Khums,Al Khums,Хомс,32.64861,14.26191,27.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,82,Al Marqab,201943,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2218970,Az Zāwīyah,Az Zawiyah,Az Zāwīyah,Az Zāwīyah,Az Zāwīyah,Az Zāwīyah,Az Zāwīyah,32.7571,12.72764,18.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,68,Az Zāwiyah,200000,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2216349,Janzūr,Janzur,Janzūr,Janzūr,Janzūr,Janzūr,Janzūr,32.81868,13.01727,21.0,Africa/Tripoli,PPL,no,LY,LBY,Libya,81,Al Jafārah,154389,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2212775,Sabha,Sabha,Sabha,Sabha,Sabha,Sabha,Sabha,27.03766,14.42832,421.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,75,Sabha District,149329,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
81302,Tobruk,Tobruk,Tobruk,Tobruk,Tobrouk,Tobruch,Тобрук,32.08963,23.95385,23.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,79,Al Buţnān,141499,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
89113,Ajdabiya,Ajdabiya,Ajdabiya,Ajdabiya,Ajdabiya,Ajdabiya,Адждабия,30.75545,20.22625,3.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,83,Al Wāḩāt,131773,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2219701,Al Ajaylat,Al Ajaylat,Al Ajaylat,Al Ajaylat,Al Ajaylat,Al Ajaylat,Al Ajaylat,32.75718,12.37633,11.0,Africa/Tripoli,PPL,no,LY,LBY,Libya,67,An Nuqāţ al Khams,130546,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
89055,Al Bayḑā’,Al Bayda',Al Bayḑā’,Al Bayḑā’,Al Bayḑā’,Al Bayḑā’,Al Bayḑā’,32.76272,21.75506,631.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,63,Al Jabal al Akhḑar,129439,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2210554,Sirte,Sirte,Sirte,Sirte,Syrte,Sirte,Сурт,31.20892,16.58866,17.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,76,Surt,106705,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
87205,Darnah,Darnah,Darnah,Darnah,Derna,Darnah,Darnah,32.76704,22.63669,9.0,Africa/Tripoli,PPLA,admin1,LY,LBY,Libya,70,Darnah,102581,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2219936,Al Jumayl,Al Jumayl,Al Jumayl,Al Jumayl,Al Jumayl,Al Jumayl,Al Jumayl,32.85286,12.0612,4.0,Africa/Tripoli,PPL,no,LY,LBY,Libya,67,An Nuqāţ al Khams,102000,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2213618,Qaşr Bin Ghashīr,Qasr Bin Ghashir,Qaşr Bin Ghashīr,Qaşr Bin Ghashīr,Qaşr Bin Ghashīr,Qaşr Bin Ghashīr,Qaşr Bin Ghashīr,32.68333,13.18333,71.0,Africa/Tripoli,PPL,no,LY,LBY,Libya,77,Tripoli,100069,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
2210394,Tājūrā’,Tajura',Tājūrā’,Tājūrā’,Tājūrā’,Tājūrā’,Tājūrā’,32.88167,13.35056,6.0,Africa/Tripoli,PPL,no,LY,LBY,Libya,77,Tripoli,100000,,,,,,,,,,,,14303.8088,0.718,,,87.8854,2.392,73.4971,,,,,3.5
3576812,Castries,Castries,Castries,Castries,Castries,Castries,Кастри,13.9957,-61.00614,119.0,America/St_Lucia,PPLC,national,LC,LCA,Saint Lucia,03,Castries,20000,,,,,,,,,,,,27567.3281,,,,29.0973,1.1295,9.7535,,,,,1.09
3042030,Vaduz,Vaduz,Vaduz,Vaduz,Vaduz,Vaduz,Вадуц,47.14151,9.52154,465.0,Europe/Vaduz,PPLC,national,LI,LIE,Liechtenstein,11,Vaduz,5197,,,,,,,,,,,,,0.935,,,14.6576,0.1594,39.1139,,,,,
1248991,Colombo,Colombo,Colombo,Colombo,Colombo,Colombo,Коломбо,6.93548,79.84868,7.0,Asia/Colombo,PPLC,national,LK,LKA,Sri Lanka,36,Western Province,648034,,,,,,,,,,,,15632.5925,0.78,,,20.2997,8.2997,25.5288,,92.66,,,3.93
1242833,Jaffna,Jaffna,Jaffna,Jaffna,Jaffna,Jaffna,Джафна,9.66845,80.00742,7.0,Asia/Colombo,PPLA,admin1,LK,LKA,Sri Lanka,38,Northern Province,169102,,,,,,,,,,,,15632.5925,0.78,,,20.2997,8.2997,25.5288,,92.66,,,3.93
1234633,Moratuwa,Moratuwa,Moratuwa,Moratuwa,Moratuwa,Moratuwa,Моратува,6.773,79.8816,10.0,Asia/Colombo,PPL,no,LK,LKA,Sri Lanka,36,Western Province,168280,,,,,,,,,,,,15632.5925,0.78,,,20.2997,8.2997,25.5288,,92.66,,,3.93
1233369,Negombo,Negombo,Negombo,Negombo,Negombo,Negombo,Негомбо,7.2083,79.8358,8.0,Asia/Colombo,PPL,no,LK,LKA,Sri Lanka,36,Western Province,137223,,,,,,,,,,,,15632.5925,0.78,,,20.2997,8.2997,25.5288,,92.66,,,3.93
1241622,Kandy,Kandy,Kandy,Kandy,Kandy,Kandy,Канди,7.2906,80.6336,500.0,Asia/Colombo,PPLA,admin1,LK,LKA,Sri Lanka,29,Central Province,111701,,,,,,,,,,,,15632.5925,0.78,,,20.2997,8.2997,25.5288,,92.66,,,3.93
1226260,Trincomalee,Trincomalee,Trincomalee,Trincomalee,Trinquemalay,Trincomalee,Тринкомали,8.5778,81.2289,10.0,Asia/Colombo,PPLA,admin1,LK,LKA,Sri Lanka,37,Eastern Province,108420,,,,,,,,,,,,15632.5925,0.78,,,20.2997,8.2997,25.5288,,92.66,,,3.93
1242110,Kalmunai,Kalmunai,Kalmunai,Kalmunai,Kalmunai,Kalmunai,Kalmunai,7.40902,81.83472,10.0,Asia/Colombo,PPL,no,LK,LKA,Sri Lanka,37,Eastern Province,100171,,,,,,,,,,,,15632.5925,0.78,,,20.2997,8.2997,25.5288,,92.66,,,3.93
932505,Maseru,Maseru,Maseru,Maseru,Maseru,Maseru,Масеру,-29.31667,27.48333,1552.0,Africa/Maseru,PPLC,national,LS,LSO,Lesotho,14,Maseru District,359753,,,,,,,,,,,,3001.1631,0.514,,,43.678,6.5025,30.9374,,90.45,,,
593116,Vilnius,Vilnius,Vilnius,Vilna,Vilnius,Vilnius,Вильнюс,54.68916,25.2798,98.0,Europe/Vilnius,PPLC,national,LT,LTU,Lithuania,65,Vilnius,542366,,,,,,,,,,,,55285.8992,0.879,,,68.8286,2.5733,23.3946,,,,,5.71
598316,Kaunas,Kaunas,Kaunas,Kaunas,Kaunas,Kaunas,Каунас,54.90156,23.90909,96.0,Europe/Vilnius,PPLA,admin1,LT,LTU,Lithuania,57,Kaunas,289380,,,,,,,,,,,,55285.8992,0.879,,,68.8286,2.5733,23.3946,,,,,5.71
598098,Klaipėda,Klaipeda,Klaipėda,Klaipėda,Klaipėda,Klaipėda,Клайпеда,55.7068,21.13912,6.0,Europe/Vilnius,PPLA,admin1,LT,LTU,Lithuania,58,Klaipėda County,172292,,,,,,,,,,,,55285.8992,0.879,,,68.8286,2.5733,23.3946,,,,,5.71
2960316,Luxembourg,Luxembourg,Luxembourg,Luxemburgo,Luxembourg,Lussemburgo,Люксембург,49.60982,6.13268,259.0,Europe/Luxembourg,PPLC,national,LU,LUX,Luxembourg,LU,Luxembourg,76684,,,,,,,,,,,,155941.2882,0.927,,,94.8439,0.2095,9.6599,,,,,3.95
456172,Riga,Riga,Riga,Riga,Riga,Riga,Рига,56.946,24.10589,6.0,Europe/Riga,PPLC,national,LV,LVA,Latvia,25,Riga,742572,,,,,,,,,,,,43394.2733,0.879,,,68.4839,4.0422,18.491,,,,,4.95
1821274,Macau,Macau,Macao,Macao,Macao,Macao,Макао,22.20056,113.54611,28.0,Asia/Macau,PPLC,national,MO,MAC,Macau,02,,649335,,,,,,,,,,,,126959.9171,,,,100.0,,5.4343,,,,,
3578851,Marigot,Marigot,Marigot,Marigot,Marigot,Marigot,Мариго,18.06819,-63.08302,9.0,America/Marigot,PPLC,national,MF,MAF,Saint Martin,00,,5700,,,,,,,,,,,,,,,,100.0,,,,,,,
2553604,Casablanca,Casablanca,Casablanca,Casablanca,Casablanca,Casablanca,Касабланка,33.58831,-7.61138,27.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,06,Casablanca-Settat,3665954,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2538475,Rabat,Rabat,Rabat,Rabat,Rabat,Rabat,Рабат,34.01325,-6.83255,46.0,Africa/Casablanca,PPLC,national,MA,MAR,Morocco,04,Rabat-Salé-Kénitra,1655753,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2548885,Fes,Fes,Fes,Fez,Fès,Fez,Фес,34.03313,-5.00028,406.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,03,Fès-Meknès,1191905,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2530335,Tangier,Tangier,Tangier,Tánger,Tanger,Tangeri,Танжер,35.76727,-5.79975,20.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,01,Tanger-Tetouan-Al Hoceima,1035141,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2542997,Marrakesh,Marrakesh,Marrakesh,Marrakech,Marrakech,Marrakech,Марракеш,31.63416,-7.99994,457.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,07,Marrakesh-Safi,995871,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2561668,Agadir,Agadir,Agadir,Agadir,Agadir,Agadir,Агадир,30.42018,-9.59815,31.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,09,Souss-Massa,698310,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2542715,Meknes,Meknes,Meknes,Meknes,Meknès,Meknes,Мекнес,33.89352,-5.54727,531.0,Africa/Casablanca,PPLA2,no,MA,MAR,Morocco,03,Fès-Meknès,568295,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2540483,Oujda,Oujda,Oujda,Oujda,Oujda,Oujda,Уджда,34.68139,-1.90858,549.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,02,Oriental,539711,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2544571,Kenitra,Kenitra,Kenitra,Kenitra,Kénitra,Kenitra,Кенитра,34.26101,-6.5802,13.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,04,Rabat-Salé-Kénitra,470949,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2528910,Tétouan,Tetouan,Tétouan,Tetuán,Tétouan,Tétouan,Тетуан,35.57845,-5.36837,121.0,Africa/Casablanca,PPLA2,no,MA,MAR,Morocco,01,Tanger-Tetouan-Al Hoceima,415810,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2558545,Al Hoceïma,Al Hoceima,Al Hoceima,Villa Alhucemas,Al Hoceima,Al Hoceima,Al Hoceima,35.25165,-3.93723,74.0,Africa/Casablanca,PPLA2,no,MA,MAR,Morocco,01,Tanger-Tetouan-Al Hoceima,395644,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2537881,Safi,Safi,Safi,Safí,Safi,Safi,Сафи,32.29939,-9.23718,45.0,Africa/Casablanca,PPLA2,no,MA,MAR,Morocco,07,Marrakesh-Safi,336883,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2542051,Mohammedia,Mohammedia,Mohammedia,Mohammedia,Mohammédia,Mohammedia,Мохаммедия,33.68607,-7.38298,29.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,06,Casablanca-Settat,227799,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2544248,Khouribga,Khouribga,Khouribga,Khouribga,Khouribga,Khouribga,Khouribga,32.88108,-6.9063,804.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,05,Béni Mellal-Khénifra,214241,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2550078,El Jadida,El Jadida,El Jadida,El-Yadida,El Jadida,El Jadida,Эль-Джадида,33.25682,-8.50882,10.0,Africa/Casablanca,PPL,no,MA,MAR,Morocco,06,Casablanca-Settat,212863,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2555745,Beni Mellal,Beni Mellal,Beni Mellal,Beni Melal,Béni Mellal,Béni Mellal,Бени-Меллаль,32.33725,-6.34983,538.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,05,Béni Mellal-Khénifra,210397,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2541479,Nador,Nador,Nador,Nador,Nador,Nador,Надор,35.16813,-2.93352,19.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,02,Oriental,176600,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2552615,Dar Bouazza,Dar Bouazza,Dar Bouazza,Dar Bouazza,Dar Bouazza,Dar Bouazza,Dar Bouazza,33.51535,-7.81677,21.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,06,Casablanca-Settat,165295,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2529317,Taza,Taza,Taza,Taza,Taza,Taza,Таза,34.21,-4.01,530.0,Africa/Casablanca,PPLA2,no,MA,MAR,Morocco,03,Fès-Meknès,162110,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2537406,Settat,Settat,Settat,Settat,Settat,Settat,Сеттат,33.00103,-7.61662,365.0,Africa/Casablanca,PPLA2,no,MA,MAR,Morocco,06,Casablanca-Settat,155333,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2556272,Berrechid,Berrechid,Berrechid,Berrechid,Berrechid,Berrechid,Berrechid,33.26553,-7.58754,220.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,06,Casablanca-Settat,149201,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2558470,Khemisset,Khemisset,Khemisset,Khemisset,Khemisset,Khemisset,Khemisset,33.82404,-6.06627,451.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,04,Rabat-Salé-Kénitra,143640,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2544001,Ksar El Kebir,Ksar El Kebir,Ksar El Kebir,Ksar El Kebir,Ksar El Kebir,Ksar El Kebir,Ksar El Kebir,35.00044,-5.90378,18.0,Africa/Casablanca,PPL,no,MA,MAR,Morocco,01,Tanger-Tetouan-Al Hoceima,138262,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2543549,Larache,Larache,Larache,Larache,Larache,Larache,Лараша,35.19321,-6.15572,38.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,01,Tanger-Tetouan-Al Hoceima,136505,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2548526,Guelmim,Guelmim,Guelmim,Guelmim,Guelmim,Guelmim,Гулимин,28.98696,-10.05738,301.0,Africa/Casablanca,PPLA,admin1,MA,MAR,Morocco,10,Guelmim-Oued Noun,129200,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2544333,Khenifra,Khenifra,Khenifra,Jenifra,Khénifra,Khenifra,Хенифра,32.93492,-5.66167,868.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,05,Béni Mellal-Khénifra,128318,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2555467,Berkane,Berkane,Berkane,Berkan,Berkane,Berkane,Беркан,34.92,-2.32,173.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,02,Oriental,119284,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2530048,Taourirt,Taourirt,Taourirt,Taourirt,Taourirt,Taourirt,Taourirt,34.40731,-2.89732,394.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,02,Oriental,112908,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2554006,Bouskoura,Bouskoura,Bouskoura,Bouskoura,Bouskoura,Bouskoura,Bouskoura,33.44976,-7.65239,140.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,06,Casablanca-Settat,112501,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2548830,Al Fqih Ben Çalah,Al Fqih Ben Calah,Al Fqih Ben Çalah,Al Fqih Ben Çalah,Al Fqih Ben Çalah,Al Fqih Ben Çalah,Al Fqih Ben Çalah,32.50213,-6.68771,444.0,Africa/Casablanca,PPL,no,MA,MAR,Morocco,05,Béni Mellal-Khénifra,111402,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2540689,Oued Zem,Oued Zem,Oued Zem,Oued Zem,Oued Zem,Oued Zem,Oued Zem,32.8627,-6.57359,783.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,05,Béni Mellal-Khénifra,104029,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2549979,El Kelaa des Srarhna,El Kelaa des Srarhna,El Kelaa des Srarhna,El Kelaa des Srarhna,El Kelaa des Srarhna,El Kelaa des Srarhna,El Kelaa des Srarhna,32.05121,-7.41079,471.0,Africa/Casablanca,PPL,no,MA,MAR,Morocco,07,Marrakesh-Safi,103982,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2532945,Sidi Slimane,Sidi Slimane,Sidi Slimane,Sidi Slimane,Sidi Slimane,Sidi Slimane,Сиди-Слимане,34.26479,-5.92598,37.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,04,Rabat-Salé-Kénitra,101541,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
7280528,Errachidia,Errachidia,Errachidia,Er-Rachidía,Errachidia,Al-Rashidiyya,Эр-Рашидия,31.9314,-4.42663,1039.0,Africa/Casablanca,PPLA3,no,MA,MAR,Morocco,08,Drâa-Tafilalet,100870,,,,,,,,,,,,10415.124,0.698,,,62.7998,10.5673,25.638,,,,,0.73
2993458,Monaco,Monaco,Monaco,Mónaco,Monaco,Monaco,Монако,43.73718,7.42145,-9999.0,Europe/Monaco,PPLC,national,MC,MCO,Monaco,00,Municipality of Monaco,32965,,,,,,,,,,,,,,,,100.0,,12.797,,,,,
618426,Chisinau,Chisinau,Chișinău,Chișinău,Chişinău,Chişinău,Кишинёв,47.00902,28.85938,24.0,Europe/Chisinau,PPLC,national,MD,MDA,Moldova,57,Chișinău Municipality,635994,,,,,,,,,,,,18614.9881,0.763,,,43.5165,7.1065,16.7805,,,,,5.54
617239,Tiraspol,Tiraspol,Tiraspol,Tiráspol,Tiraspol,Tiraspol,Тирасполь,46.84275,29.6284,30.0,Europe/Chisinau,PPLA,admin1,MD,MDA,Moldova,58,Transnistria,157000,,,,,,,,,,,,18614.9881,0.763,,,43.5165,7.1065,16.7805,,,,,5.54
618605,Bălţi,Balti,Bălţi,Bălţi,Bălţi,Bălţi,Бельцы,47.76291,27.92854,110.0,Europe/Chisinau,PPLA,admin1,MD,MDA,Moldova,60,Bălţi,125000,,,,,,,,,,,,18614.9881,0.763,,,43.5165,7.1065,16.7805,,,,,5.54
1070940,Antananarivo,Antananarivo,Antananarivo,Antananarivo,Tananarive,Antananarivo,Антананариву,-18.91368,47.53613,1274.0,Indian/Antananarivo,PPLC,national,MG,MDG,Madagascar,11,Analamanga,1349501,,,,,,,,,,,,1883.5374,0.501,,,32.434,22.4579,22.7896,,74.69,,,
1053384,Toamasina,Toamasina,Toamasina,Toamasina,Toamasina,Toamasina,Туамасина,-18.1492,49.40234,12.0,Indian/Antananarivo,PPLA,admin1,MG,MDG,Madagascar,31,Atsinanana,345107,,,,,,,,,,,,1883.5374,0.501,,,32.434,22.4579,22.7896,,74.69,,,
1069166,Antsirabe,Antsirabe,Antsirabe,Antsirabe,Antsirabe,Antsirabe,Анцирабе,-19.86586,47.03333,1513.0,Indian/Antananarivo,PPLA,admin1,MG,MDG,Madagascar,12,Vakinankaratra,260907,,,,,,,,,,,,1883.5374,0.501,,,32.434,22.4579,22.7896,,74.69,,,
1062663,Mahajanga,Mahajanga,Mahajanga,Mahajanga,Mahajanga,Mahajanga,Махадзанга,-15.71667,46.31667,20.0,Indian/Antananarivo,PPLA,admin1,MG,MDG,Madagascar,41,Boeny,260556,,,,,,,,,,,,1883.5374,0.501,,,32.434,22.4579,22.7896,,74.69,,,
1064890,Fianarantsoa,Fianarantsoa,Fianarantsoa,Fianarantsoa,Fianarantsoa,Fianarantsoa,Фианаранцуа,-21.45267,47.08569,1117.0,Indian/Antananarivo,PPLA,admin1,MG,MDG,Madagascar,21,Upper Matsiatra,203105,,,,,,,,,,,,1883.5374,0.501,,,32.434,22.4579,22.7896,,74.69,,,
1055429,Toliara,Toliara,Toliara,Toliara,Tuléar,Toliara,Тулиара,-23.35,43.66667,11.0,Indian/Antananarivo,PPLA,admin1,MG,MDG,Madagascar,51,Atsimo-Andrefana,178725,,,,,,,,,,,,1883.5374,0.501,,,32.434,22.4579,22.7896,,74.69,,,
1069129,Antsiranana,Antsiranana,Antsiranana,Antsiranana,Antsiranana,Antsiranana,Анцеранана,-12.31732,49.29188,60.0,Indian/Antananarivo,PPLA,admin1,MG,MDG,Madagascar,71,Diana,136959,,,,,,,,,,,,1883.5374,0.501,,,32.434,22.4579,22.7896,,74.69,,,
1282027,Male,Male,Malé,Malé,Malé,Malé,Мале,4.17521,73.50916,8.0,Indian/Maldives,PPLC,national,MV,MDV,Maldives,38,Kaafu Atoll,103693,,,,,,,,,,,,26182.7832,,,,41.9982,3.842,9.1975,,98.21,,,4.56
3530597,Mexico City,Mexico City,Mexico City,Ciudad de México,Mexico,Città del Messico,Мехико,19.42847,-99.12766,2240.0,America/Mexico_City,PPLC,national,MX,MEX,Mexico,09,Mexico City,12294193,,,,,,,,,,,,26185.3565,0.781,,,79.7539,3.7245,31.7777,,95.7655,,,1.01
3981609,Tijuana,Tijuana,Tijuana,Tijuana,Tijuana,Tijuana,Тихуана,32.5027,-117.00371,97.0,America/Tijuana,PPLA2,no,MX,MEX,Mexico,02,Baja California,1922523,,,,,,,,,,,,26185.3565,0.781,,,79.7539,3.7245,31.7777,,95.7655,,,1.01
3521081,Puebla,Puebla,Puebla City,Puebla de Zaragoza,Puebla,Puebla,Пуэбла-де-Сарагоса,19.04778,-98.20723,2166.0,America/Mexico_City,PPLA,admin1,MX,MEX,Mexico,21,Puebla,1692181,,,,,,,,,,,,26185.3565,0.781,,,79.7539,3.7245,31.7777,,95.7655,,,1.01
3529612,Ecatepec de Morelos,Ecatepec de Morelos,Ecatepec de Morelos,Ecatepec,Ecatepec de Morelos,Ecatepec de Morelos,Ecatepec de Morelos,19.60492,-99.06064,2306.0,America/Mexico_City,PPLA2,no,MX,MEX,Mexico,15,México,1645352,,,,,,,,,,,,26185.3565,0.781,,,79.7539,3.7245,31.7777,,95.7655,,,1.01
